time_s,Fz_N,az_force_sign_m_s2,Q_at_calibration_mass,weak,strong
2.004180000000000128e-01,-2.299675285707820649e-01,-1.390001269951666452e-01,4.190628624923044554e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.043590000000000129e-01,-4.089523158164354300e-01,-1.198180427751666527e-01,3.674881863219745082e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.083069999999999922e-01,-4.415152803302362372e-01,-1.198180427751666527e-01,4.524145334208343527e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.121989999999999987e-01,-2.046311019772044659e-01,-3.590005802716664252e-02,1.218498182133772367e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.161369999999999958e-01,-3.466909362300096831e-01,-1.461929175351666388e-01,1.841117123277967060e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200640000000000096e-01,-2.385841878381977921e-01,-1.461929175351666388e-01,4.351692275813461297e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.240340000000000109e-01,-3.025894664296959746e-01,-1.671866126666664287e-02,3.425987150240418444e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.279690000000000050e-01,-4.720497873268580946e-01,-2.277138292151666410e-01,2.806251428930125691e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.318689999999999918e-01,-3.110798096825018177e-01,-2.277138292151666410e-01,4.058407128316209866e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.357859999999999956e-01,-4.468294100816567749e-01,-2.061344755101666426e-01,2.697098500746910155e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.398399999999999976e-01,-3.623630497123979666e-01,-3.763690894101666684e-01,5.473001569994500291e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.437829999999999997e-01,-3.394613570565887528e-01,-3.763690894101666684e-01,5.434388063945131374e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.477020000000000055e-01,-3.462157684768989441e-01,1.223460478608333624e-01,8.811674765455354219e+00,0.000000000000000000e+00,0.000000000000000000e+00
